epoch;total_mev_earned;total_mev_to_validator;total_mev_to_stakers;total_mev_to_jito_block_engine;total_mev_to_jito_tip_router;total_validator_priority_fees;total_validator_signature_fees;total_block_rewards;total_total_inflation_reward;inflation_rate;epochs_per_year;avg_compound_overall_apy;avg_total_compound_inflation_apy;avg_total_compound_mev_apy;avg_total_compound_block_rewards_apy;avg_delegator_compound_total_apy;avg_validator_compound_total_apy;total_active_validators;total_active_stake;sol_price_usd;avg_cu_per_block;total_cu;avg_cu_per_user_tx;avg_priority_fee_per_10m_cu;avg_mev_per_10m_cu;total_user_tx;total_vote_tx;total_blocks_produced;min_block_time_calendar;max_block_time_calendar;elapsed_time_minutes
740;73179.8387;26661.02026;46518.81845;3851.57046;;25582.98085;2076.20477;27675.95305;152641.45107;0.05;183.29;12.06619901;7.26706734;3.48219647;1.31693521;7.32489253;4.63704149;1341;385188479;195.21746973;42372397;18197927670199;85976;0.01406;0.04018;211668202;600253186;429476;2025-02-10T07:27:43;2025-02-12T06:59:08;2851
741;51932.44;19501.6593;32430.78071;2733.28632;;27950.74636;8214.34368;34120.43291;152626.66299;0.05;183.58;11.18087119;7.00429855;2.46172636;1.71484628;6.40637429;4.67589107;1362;387272042;198.67076994;41296696;17754977919905;85199;0.01574;0.02923;208402845;595214422;429937;2025-02-12T06:59:08;2025-02-14T06:33:11;2854
742;44395.31397;15970.60132;28424.71266;2336.59547;;22119.4991;7905.29491;28061.45173;152242.64048;0.05;183.8;10.75838513;7.23985666;2.09856705;1.41996142;6.45933115;4.19623087;1311;388835322;192.22244343;39869506;17155011512258;88222;0.0129;0.02587;194457128;581765670;430279;2025-02-14T06:33:12;2025-02-16T06:05:38;2852
743;26488.81119;9683.3428;16805.46839;1394.14796;;14065.21685;7675.00754;19832.15531;152522.89394;0.05;183.89;9.35483931;7.08229907;1.24781669;1.02472355;5.77593195;3.47983453;1275;390356235;169.43391818;35886889;15451495082555;83644;0.0091;0.01713;184737300;565315207;430561;2025-02-16T06:05:38;2025-02-18T05:42:43;2857
744;30056.67609;10906.81274;19149.86336;1581.93032;;21086.00096;7515.44693;26731.96742;151576.51011;0.05;184.04;10.06486585;7.29144544;1.42083594;1.35258447;6.07537631;3.8857643;1269;389317377;173.27658981;35214145;15171979338252;86566;0.0139;0.0198;175270503;561891079;430849;2025-02-18T05:42:44;2025-02-20T05:14:54;2852
745;25336.07346;9345.53134;15990.54212;1333.47755;;16429.80496;5188.3846;19751.73515;152166.31634;0.05;184.17;9.31772582;7.05948651;1.21831098;1.03992833;5.67193052;3.54554456;1276;382997224;172.3082543;33239014;14300221655893;84173;0.01149;0.01771;169898372;563895107;430224;2025-02-20T05:14:55;2025-02-22T04:45:22;2850
746;19457.39045;7334.4211;12122.96934;1024.07318;;14997.85383;3721.51776;16861.76568;151551.18767;0.05;184.25;9.0783001;7.24807129;0.93268619;0.89754262;5.67244859;3.30192346;1274;384384308;157.22117218;31588368;13620746397410;83292;0.01101;0.01428;163531645;568330927;431195;2025-02-22T04:45:22;2025-02-24T04:16:01;2850
747;22135.64362;7980.73916;14154.90446;1165.03387;;15161.30083;3778.37488;17054.50579;150265.75078;0.05;184.32;9.01902366;7.04612882;1.06304538;0.90984946;5.57299846;3.34613048;1274;383797521;138.92146909;37079804;15956589183829;89225;0.0095;0.01387;178834520;562955491;430331;2025-02-24T04:16:02;2025-02-26T03:45:51;2849
748;18152.28739;6673.54061;11478.74678;955.38355;;13000.61161;3774.28876;14893.42182;152013.24262;0.05;184.35;9.3691645;7.67697673;0.87924303;0.81294475;6.0116001;3.24325803;1278;380592981;136.96909849;34623672;14898462479359;85518;0.00873;0.01218;174198987;565110520;430297;2025-02-26T03:45:53;2025-02-28T03:15:42;2849
749;13601.30357;4991.205;8610.09857;715.85808;;9460.48041;3681.45661;11306.19366;151046.0073;0.05;184.4;8.74439757;7.43322717;0.66665936;0.64451104;5.61409426;3.02027552;1272;376208673;152.67599489;30378470;13094366349343;86060;0.00723;0.01039;152143876;567341428;431041;2025-02-28T03:15:43;2025-03-02T02:44:20;2848
750;23480.16275;8642.02433;14838.13842;1235.79804;;13464.54921;3766.75786;15352.58399;151362.83314;0.05;184.39;9.50236189;7.48645067;1.16245099;0.85346023;5.93120946;3.45864098;1270;372447653;138.71426732;34303722;14788780621223;85680;0.0091;0.01587;172582647;565567521;431113;2025-03-02T02:44:20;2025-03-04T02:15:06;2850
751;19420.34108;7170.23269;12250.10839;1022.12321;;12630.81331;3861.73488;14568.74457;149840.9646;0.05;184.27;8.78499333;7.0316309;0.94790349;0.80545894;5.43026037;3.25389746;1276;377530725;147.35981869;38727316;16679738977713;86758;0.00757;0.01164;192239357;565301615;430697;2025-03-04T02:15:06;2025-03-06T01:52:42;2857
752;23252.78559;8095.2672;14438.36007;719.15832;719.15832;15272.6972;3857.70372;17207.844;150655.16362;0.05;184.15;9.45506137;7.42976702;1.095141;0.93015335;5.90926636;3.43638865;1284;378916719;138.23352089;38103632;16403537785720;86202;0.00931;0.01417;190278584;565694444;430498;2025-03-06T01:52:42;2025-03-08T01:31:53;2859
753;17086.31658;5917.65497;10640.21884;528.44278;528.44278;10155.10671;3757.49336;12038.66194;150870.64985;0.05;184.08;8.64959732;7.1752196;0.80100612;0.67337159;5.50525748;3.04105077;1281;380511932;124.42847937;35038438;15096276224206;90235;0.00673;0.01132;167288941;569656554;430849;2025-03-08T01:31:54;2025-03-10T01:10:44;2858
754;17051.01949;5923.57001;10600.09836;527.35112;527.35112;10626.15571;3761.89468;12512.5109;151432.7825;0.05;184.02;8.81654649;7.32271627;0.79832063;0.69550958;5.64200288;3.06811549;1279;380888186;124.69632445;35763185;15413933127865;91402;0.00689;0.01106;168626004;569263164;431000;2025-03-10T01:10:44;2025-03-12T00:49:08;2858
755;17978.5026;6337.24491;11085.22153;556.03616;556.03616;11345.02998;3778.3587;13237.64847;151310.0162;0.05;184.08;8.88028924;7.29703625;0.84740527;0.73584771;5.62391436;3.14990171;1280;378460857;128.27478957;35151348;15135889306513;88045;0.0075;0.01187;171903374;567421700;430592;2025-03-12T00:49:08;2025-03-14T00:21:40;2852
756;16655.00142;5825.26592;10314.63236;515.10314;515.10314;10640.47677;3766.18071;12528.45782;150902.75966;0.05;183.88;8.65541115;7.16760759;0.78593259;0.70187097;5.46457077;3.0871393;1293;377610190;131.64362717;35343914;15229834158340;90547;0.00699;0.01093;168193579;570933099;430904;2025-03-14T00:21:40;2025-03-16T00:08:31;2866
757;15308.62339;5296.75413;9538.40669;473.46258;473.46258;10278.57506;3752.99478;12159.83382;149721.45633;0.05;183.67;8.9793782;7.579934;0.71903056;0.68041364;5.82849128;3.03874727;1286;378957433;128.34628945;34599265;14877407158313;89328;0.00691;0.01029;166541012;568045975;429992;2025-03-16T00:08:31;2025-03-17T23:58:29;2869
758;15445.94126;5445.09223;9523.13951;477.70952;477.70952;9790.06509;3861.01727;11725.21433;149510.015;0.05;183.39;8.2821874;6.90195509;0.72170097;0.65853135;5.22053108;2.96489094;1280;380350966;128.76344683;38750540;16666026219237;90594;0.00587;0.00927;183951790;570243214;430085;2025-03-17T23:58:29;2025-03-19T23:56:16;2877
759;12350.25753;4225.20334;7743.08746;381.96673;381.96673;8107.23193;3699.07409;9960.50775;150809.43185;0.05;183.16;8.40438713;7.26737873;0.57223194;0.56477645;5.479151;2.82088701;1287;383089396;127.58297045;36514123;15705746702291;99176;0.00516;0.00786;158349446;566994793;430128;2025-03-19T23:56:16;2025-03-21T23:54:36;2878
760;10180.15027;3603.12618;6262.17409;314.85001;314.85001;7203.03253;3838.2458;9126.47287;150158.14918;0.05;183.04;8.48991137;7.49245218;0.47051764;0.52694155;5.62104368;2.75979446;1278;383770149;131.12256068;33682250;14842319629799;95778;0.00485;0.00686;154954109;579445734;440657;2025-03-21T23:54:36;2025-03-23T23:50:40;2876
761;24696.47538;10333.1846;13599.48227;763.80852;763.80852;14107.43214;3795.0026;16011.15141;150468.97936;0.05;182.97;9.4602264;7.46923115;1.13875459;0.85224066;5.9556046;3.39628802;1266;384541166;142.37703731;41716962;17943091320180;99608;0.00786;0.01376;180130519;563062339;430115;2025-03-23T23:50:40;2025-03-25T23:45:18;2874
762;20413.62509;7023.97555;12758.30031;631.34923;631.34923;13405.86949;3764.31128;15296.64963;150234.57595;0.05;182.96;9.30178411;7.52898565;0.94876719;0.82403126;5.98290877;3.20946997;1267;381489165;138.48237665;42289828;18236938725487;102795;0.00735;0.01119;177399485;559969056;431237;2025-03-25T23:45:18;2025-03-27T23:37:32;2872
763;20476.46279;7052.20556;12790.96456;633.29266;633.29266;13617.50182;3753.85196;15501.52901;149965.25837;0.05;182.86;9.2447533;7.4709853;0.94554563;0.82822237;5.93655429;3.20035047;1249;383742914;126.42403898;42659586;18304418036864;99227;0.00744;0.01119;184465091;549391014;429081;2025-03-27T23:37:33;2025-03-29T23:35:48;2878
764;17661.4938;5970.67325;11144.58878;546.23177;546.23177;11732.13936;3728.98256;13600.99467;150219.14597;0.05;182.61;8.7266012;7.18031547;0.81222382;0.73406191;5.59741506;3.02786299;1252;384790174;125.42484442;39929428;17196287155054;98799;0.00682;0.01027;174045997;559291563;430667;2025-03-29T23:35:49;2025-03-31T23:44:13;2888
765;24657.79082;8294.78901;15600.38972;762.61209;762.61209;14847.06221;3764.60474;16737.44364;149408.18349;0.05;182.22;9.42644165;7.41364183;1.13118903;0.88161079;6.03045054;3.28993085;1248;384928381;116.95491383;42347454;18226259672025;100379;0.00815;0.01353;181566843;557659859;430398;2025-03-31T23:44:14;2025-04-03T00:04:01;2899
766;17872.21639;6117.93913;11201.5283;552.74896;552.74896;11105.45953;3724.6828;12973.4792;149400.56106;0.05;182.34;8.9574539;7.43069497;0.82224538;0.70451355;5.84442377;3.00675829;1241;384079628;119.96024007;40619896;17483534628074;101139;0.00635;0.01022;172858604;557272387;430418;2025-04-03T00:04:01;2025-04-05T00:00:18;2876
767;15379.404;5239.27289;9664.47944;475.65167;475.65167;9703.61441;3714.16108;11564.69535;148065.06945;0.05;182.46;8.76644192;7.4219673;0.707315;0.63715962;5.75307136;2.90696979;1233;384454785;115.74723145;40391554;17402781946758;103404;0.00558;0.00884;168290859;558716157;430852;2025-04-05T00:00:19;2025-04-06T23:55:14;2874
768;24329.96405;8269.37366;15308.11728;752.47312;752.47312;14552.48965;3778.67505;16452.58434;149756.77093;0.05;182.65;9.43237019;7.43771278;1.12178942;0.87286799;6.03007503;3.29533234;1235;383898259;108.12667669;42442321;18277828131895;100002;0.00796;0.01331;182767497;557554847;430651;2025-04-06T23:55:14;2025-04-08T23:44:04;2868
769;28721.19876;9824.77002;18008.14425;888.2845;888.2845;16806.07972;1895.24724;18712.46654;149313.56832;0.05;182.89;9.6565173;7.43676727;1.32728887;0.89246116;6.15196623;3.39737164;1237;383516379;113.85857266;42101678;18116899783311;97032;0.00928;0.01585;186704507;555586539;430313;2025-04-08T23:44:05;2025-04-10T23:27:43;2863
770;25039.54373;8473.51959;15791.60525;774.41888;774.41888;14762.831;1909.49496;16681.71259;148787.76433;0.05;183.01;9.41371518;7.45694606;1.15952613;0.79724298;6.06624051;3.23985269;1232;382975220;126.11463957;43280185;18639044677349;98467;0.00792;0.01343;189283470;556074278;430660;2025-04-10T23:27:45;2025-04-12T23:14:47;2867
771;25882.77404;9222.81075;15859.46512;800.49817;800.49817;14697.46574;1881.01634;16581.2054;145068.32491;0.05;183.1;9.06007296;7.07940243;1.19234891;0.78832162;5.73648264;3.22460824;1231;385164012;131.50062561;42549439;18341361237111;100499;0.00801;0.0141;182501644;554906846;431060;2025-04-12T23:14:48;2025-04-14T23:01:38;2866
772;33717.06589;10891.66109;21782.60895;1042.79585;1042.79585;18983.54597;1906.07655;20889.01979;149486.42174;0.05;183.11;9.95466819;7.40769676;1.55362888;0.99334255;6.32601023;3.5228405;1230;385090309;127.40836003;44003257;18932973529974;97769;0.01003;0.0178;193641387;551561359;430263;2025-04-14T23:01:39;2025-04-16T22:51:47;2870
773;24518.05192;8248.87471;15510.88695;758.29027;758.29027;15438.19773;1862.19314;17300.45438;149121.19289;0.05;183.38;9.30856954;7.36439722;1.12495189;0.81922043;6.00656551;3.19778499;1232;387304363;134.23106047;40802952;17504629890259;97643;0.00882;0.014;179267364;550321604;429004;2025-04-16T22:51:49;2025-04-18T22:26:48;2854
774;16087.56894;5554.45371;10035.56155;497.55368;497.55368;11593.80395;1864.83337;13454.90472;147719.92301;0.05;183.79;8.73535651;7.36088674;0.73771341;0.63675637;5.74434566;2.88688144;1231;388391340;138.56653861;39162793;16871096264385;96032;0.00687;0.00954;175663921;555341662;430794;2025-04-18T22:26:49;2025-04-20T21:50:21;2843
775;23466.68565;8028.18058;14712.73128;725.77378;725.77378;14811.98279;1889.21744;16694.98748;148821.3155;0.05;184.07;9.22092354;7.35384771;1.07663192;0.7904439;5.96235316;3.15467681;1225;388795017;141.7372398;41584334;17901390861869;96380;0.00828;0.01311;185728232;555161213;430484;2025-04-20T21:50:22;2025-04-22T21:15:51;2845
776;26698.79699;8946.27834;16926.78266;825.73599;825.73599;16127.24777;1927.09518;18045.96571;149044.90517;0.05;184.05;9.41730233;7.34105494;1.22310062;0.85314677;6.04036472;3.27288923;1218;389332933;149.33896528;41988371;18085231470446;90588;0.00892;0.01476;199636795;556206623;430720;2025-04-22T21:15:52;2025-04-24T20:53:35;2857
777;26733.61482;8892.76758;17014.03441;826.81283;826.81283;16888.63686;1938.27224;18820.30994;148666.63859;0.05;184.15;8.99488894;6.86435881;1.23401418;0.89651595;5.57553254;3.32438605;1219;386607911;149.99487052;42701622;18389240255350;90012;0.00919;0.01454;204292364;556629768;430645;2025-04-24T20:53:37;2025-04-26T20:24:26;2850
778;24725.29478;8460.37584;15500.21909;764.69984;764.69984;15039.02139;1911.90912;16949.80666;147220.5048;0.05;184.21;9.11554603;7.17753048;1.13503888;0.80297668;5.81777348;3.19701423;1224;388858131;148.67605998;42554899;18327884500125;92930;0.00821;0.01349;197211052;554255397;430688;2025-04-26T20:24:27;2025-04-28T19:56:16;2851
779;28166.63319;9679.38577;17616.11444;871.13299;871.13299;17888.69917;1894.83246;19778.19018;148340.81392;0.05;184.32;9.55598842;7.32925727;1.29113378;0.93559737;6.06812929;3.38423043;1216;389670517;145.93618838;43103827;18558180705286;95824;0.00964;0.01518;193657304;552126924;430546;2025-04-28T19:56:18;2025-04-30T19:23:25;2847
780;34501.28593;11834.54713;21599.68872;1067.05008;1067.05008;23269.20066;1910.84033;25174.85211;148340.81556;0.05;184.45;10.09619178;7.31935312;1.58404665;1.192792;6.24056939;3.75194399;1217;389324564;149.86017736;42293161;18188089398442;90094;0.01279;0.01897;201860309;550475570;430048;2025-04-30T19:23:26;2025-05-02T18:48:08;2844
781;22887.65475;7877.81064;14301.97851;707.86561;707.86561;14905.07465;1878.90634;16779.83923;148566.26826;0.05;184.7;9.12062406;7.28630192;1.04425127;0.79007087;5.88534544;3.1330691;1213;392308360;146.12548121;41789013;18004629398404;94937;0.00828;0.01271;189630910;551022101;430846;2025-05-02T18:48:09;2025-05-04T18:04:07;2835
782;24814.52345;8610.92852;15436.13544;767.45949;767.45949;15563.73956;1896.44559;17464.1442;147840.96032;0.05;184.88;9.27121342;7.30804865;1.13721548;0.82594929;5.95132245;3.2168944;1218;390944584;144.28064929;41873989;18044800323529;92055;0.00863;0.01376;196018602;549622057;430931;2025-05-04T18:04:09;2025-05-06T17:20:46;2836
783;26834.60044;9016.62947;16988.03487;829.9361;829.9361;18074.73848;1916.25518;19983.85318;148123.7661;0.05;184.77;9.44447125;7.27726382;1.22543717;0.94177025;5.99935746;3.34294643;1212;392086857;154.86260153;42181180;18157985998487;87986;0.00996;0.01478;206371548;546520195;430476;2025-05-06T17:20:48;2025-05-08T16:51:08;2850
784;27064.18127;9097.84645;17129.29828;837.03653;837.03653;16866.98365;1919.59664;18779.67144;148396.10432;0.05;184.86;9.41181639;7.28603876;1.23872995;0.88704768;5.99168987;3.31703889;1206;391392679;171.86685247;42811965;18448189733580;90183;0.00914;0.01467;204556673;544238840;430912;2025-05-08T16:51:09;2025-05-10T16:10:25;2839
785;24248.38873;8363.22303;15135.21553;749.95017;749.95017;15674.91202;1895.45635;17566.36226;147906.6645;0.04542373953748725;184.91;9.24514201;7.29978271;1.11314941;0.8322099;5.89470168;3.24653142;1192;390345404;174.51058579;41974730;18091234621152;89229;0.00867;0.0134;202743738;540113804;431003;2025-05-10T16:10:26;2025-05-12T15:30:43;2840
786;47991.46202;16463.96169;30043.2283;1484.27202;1484.27202;30178.07273;1858.58662;32036.85238;147184.16884;0.04538333383567661;184.69;10.98409545;7.27124475;2.19838653;1.51446417;6.59371759;4.28774206;1186;390708837;179.53091519;43683668;18768338789223;88393;0.01608;0.02557;212309744;517204963;429642;2025-05-12T15:30:44;2025-05-14T15:07:05;2856
787;42810.87145;14487.39009;26999.43379;1324.04757;1324.04757;25410.78046;1809.18611;27192.74253;147184.34363;0.04534296407588121;184.6;10.46580863;7.23744504;1.95007789;1.27828571;6.45214431;3.91297063;1117;392729164;171.44649734;43581455;18738849049713;91824;0.01355;0.02283;204063546;506493338;429973;2025-05-14T15:07:06;2025-05-16T14:38:16;2851
788;24710.83897;8612.63335;15333.95286;764.25275;764.25275;16971.1041;1812.65754;18779.55718;147159.87436;0.04530263022612962;184.62;9.2090757;7.20613931;1.12253792;0.88039847;5.88602554;3.22340538;1118;393848491;169.95649382;42451713;18287901132426;87610;0.00928;0.01351;208726527;503246886;430793;2025-05-16T14:38:17;2025-05-18T14:04:28;2846
789;23140.66726;7773.42074;14651.55578;715.69074;715.69074;15592.22371;1813.45295;17402.67609;147558.72257;0.04526233225447882;184.63;9.0619934;7.19813935;1.04939908;0.81445497;5.85527818;3.1075356;1109;394551439;167.59780294;41119947;17731168250684;83513;0.0088;0.01305;212301429;502119278;431206;2025-05-18T14:04:32;2025-05-20T13:30:45;2846
790;24855.93864;8666.04726;15421.15101;768.74037;768.74037;16617.5649;1797.87971;18405.02594;147854.92457;0.04522207012901425;184.69;9.24299152;7.24099592;1.13480528;0.86719033;5.91168658;3.23050156;1109;392028310;177.53444685;40422352;17425469673787;83690;0.00954;0.01427;208188761;499449066;431085;2025-05-20T13:30:46;2025-05-22T12:53:53;2843
791;21149.70928;7383.20372;13112.39083;654.11472;654.11472;14628.12558;1792.30239;16401.44199;147741.25518;0.04518184381784969;184.73;8.92051016;7.19326398;0.95940566;0.76784052;5.7839223;3.03766115;1082;394628246;175.81257981;39931795;17221944693445;82595;0.00849;0.01228;208498572;497556114;431284;2025-05-22T12:53:53;2025-05-24T12:17:12;2843
792;12872.06608;4643.76164;7830.1993;398.10514;398.10514;9010.21065;1741.53364;10742.39891;147085.63244;0.04514165328912732;184.84;8.25821884;7.17354287;0.58274184;0.50193412;5.52757014;2.63242852;1103;395663107;176.53751363;36067628;15562099648040;82239;0.00579;0.00827;189218356;497647076;431470;2025-05-24T12:17:13;2025-05-26T11:35:24;2838
793;16464.88703;5817.52575;10138.13797;509.22331;509.22331;11996.87512;1759.62987;13744.4109;147346.56049;0.045101498511017635;185.06;8.54858028;7.16262619;0.74453309;0.641421;5.6279035;2.82277553;1101;396598808;173.19553444;36128605;15576667618301;80021;0.0077;0.01057;194643652;495089348;431145;2025-05-26T11:35:25;2025-05-28T10:46:26;2831
794;14406.0475;5180.03149;8780.46815;445.54786;445.54786;11594.47991;1767.93504;13350.02592;146097.25013;0.045061379451719466;185.13;8.45901079;7.17521477;0.65620787;0.62758814;5.54992342;2.81003582;1095;393852977;162.57303521;34727225;14969031668881;80047;0.00775;0.00962;187002115;496083767;431046;2025-05-28T10:46:27;2025-05-30T10:02:42;2836
795;10734.74104;4023.60945;6379.12929;332.0023;332.0023;9328.67266;1754.63013;11075.59423;147283.14953;0.045021296079459906;185.21;8.18019148;7.17360376;0.48749194;0.51909579;5.45511018;2.62668542;1102;395234263;154.62361114;35128661;15137677731998;81298;0.00616;0.00709;186188123;496385773;430921;2025-05-30T10:02:43;2025-06-01T09:16:57;2834
796;13309.12507;4808.93296;8088.56969;411.62242;411.62242;10742.40743;1775.29384;12509.25266;145360.68748;0.044981248362494335;185.36;8.38623136;7.19284048;0.60577957;0.5876113;5.54769766;2.73955412;1101;394635835;159.80498494;36985492;15941191032189;81605;0.00674;0.00835;195330050;493933916;431012;2025-06-01T09:16:58;2025-06-03T08:27:38;2830
797;15400.13144;5612.51829;9311.32043;476.29273;476.29273;10809.33175;1776.15709;12577.62976;146813.4521;0.04494123626910636;185.5;8.47056169;7.17881612;0.7009285;0.59081707;5.60365484;2.76856744;1086;394963355;150.9872742;36837537;15883683240948;80939;0.00681;0.00969;196231247;492107914;431182;2025-06-03T08:27:40;2025-06-05T07:35:41;2828
798;18611.23775;6582.80844;11452.82402;575.60529;575.60529;13363.21404;1798.40827;15155.09385;145469.55097;0.04490125976760779;185.65;8.73722328;7.179943;0.84615211;0.71112817;5.71613838;2.9230756;1086;395703148;150.71778407;37535851;16167591939202;80309;0.00827;0.01151;201304594;494627754;430724;2025-06-05T07:35:42;2025-06-07T06:41:31;2825
799;10143.2497;3697.13972;6132.40123;313.70875;313.70875;7744.80572;1746.32946;9486.93555;147083.73697;0.044861318826338634;185.29;8.05958892;7.15550484;0.46000569;0.4440784;5.44682914;2.5153595;1087;395942682;154.03316635;33232124;14327465373308;82494;0.00541;0.00708;173677515;498525967;431133;2025-06-07T06:41:31;2025-06-09T06:13:58;2852
800;13745.73556;4853.17357;8467.43615;425.12584;425.12584;11502.16233;1768.33631;13261.06355;146653.74584;0.04482141341366707;184.93;8.41244841;7.16551694;0.62481101;0.62212045;5.55441023;2.7600703;1085;394254395;164.8404371;36464990;15681623303412;83185;0.00733;0.00876;188510264;492915616;430046;2025-06-09T06:14:00;2025-06-11T05:52:18;2858
801;13854.47009;5053.87852;8372.10281;428.48877;428.48877;11258.4241;1801.18488;13048.22696;145467.11397;0.0447815434979894;184.22;8.41359723;7.17005121;0.63058709;0.61295893;5.54513529;2.77011188;1080;392233982;145.70742215;39567971;17056011536247;83887;0.0066;0.00812;203316878;493921219;431056;2025-06-11T05:52:19;2025-06-13T05:56:01;2883
802;11298.9702;4180.76699;6768.75052;349.45269;349.45269;7962.9757;1744.30118;9704.29788;146319.04341;0.04474170904773004;183.7;8.07608503;7.11303395;0.51050136;0.45254973;5.4398037;2.53985737;1071;394008232;148.11016864;36676478;15775030145185;83074;0.00505;0.00716;189886827;485128617;430113;2025-06-13T05:56:01;2025-06-15T05:59:10;2883
803;15018.80657;5160.59087;9393.71653;464.49917;464.49917;9909.91566;1764.4774;11674.36755;146483.53628;0.04470191003134152;183.33;7.72033057;6.50647622;0.67349693;0.54035741;5.01483394;2.62158592;1043;396174809;150.23739853;38426461;16564110419285;82467;0.00598;0.00907;200846934;479964762;431060;2025-06-15T05:59:11;2025-06-17T06:00:34;2881
804;13332.62853;4791.43954;8128.83965;412.34934;412.34934;9444.96122;1760.02567;11202.12305;146467.08045;0.04466214641730437;182.97;7.92697407;6.81648012;0.59470169;0.51579227;5.25321939;2.58410974;1039;397510416;145.41355762;38143762;16449726378484;82355;0.00574;0.0081;199725645;478541224;431256;2025-06-17T06:00:35;2025-06-19T06:07:13;2886
805;13087.93008;4950.62302;7732.52571;404.78134;404.78134;9006.38027;1735.5695;10741.60733;145988.97008;0.044622418174127224;182.61;8.10960967;7.02788986;0.58559683;0.49612297;5.43617016;2.57974407;1027;395495909;139.75172019;37322371;16058472715328;79931;0.00561;0.00815;200895280;467911829;430264;2025-06-19T06:07:14;2025-06-21T06:19:18;2892
806;11848.72788;4508.63206;6973.64032;366.4555;366.4555;7791.32876;1721.66602;9515.54088;144763.89513;0.044582725270346686;182.2;7.94857001;6.98429645;0.52720974;0.43706382;5.3711582;2.48494933;1015;396828526;135.38305691;37097400;15993208622128;81990;0.00487;0.0074;195049209;468261630;431114;2025-06-21T06:19:19;2025-06-23T06:38:56;2899
807;14263.50525;5282.16957;8540.19635;441.13934;441.13934;10146.61064;1749.81861;11896.12506;143635.27624;0.04454306767452738;181.9;8.15103053;6.96984326;0.63474388;0.54644339;5.40464213;2.65345537;1024;396110890;145.33970361;37982990;16379822803495;78707;0.00619;0.0087;208098213;468308637;431241;2025-06-23T06:38:57;2025-06-25T06:58:37;2899
808;15423.00399;5704.59794;9241.40593;477.00012;477.00012;11132.06404;1772.0855;12906.07999;146074.39103;0.04450344535526186;182.05;8.42973563;7.12447557;0.70034769;0.60491237;5.54576901;2.78663178;1021;388505598;141.53327902;39389720;16970312610198;77242;0.00656;0.00908;219696078;463776497;430831;2025-06-25T06:58:39;2025-06-27T06:55:39;2877
809;12305.70882;4655.70334;7269.41654;380.58893;380.58893;10086.07682;1681.5285;11766.1641;146001.49211;0.04446385828117063;182.46;7.86485984;6.75974685;0.55619022;0.54892277;5.13180065;2.64358379;986;391217572;150.93720445;36169614;15585052726012;80725;0.00647;0.00789;193061719;454776326;430888;2025-06-27T06:55:39;2025-06-29T06:36:07;2860
810;14395.08524;5351.06114;8598.81528;445.20882;445.20882;10534.80526;1686.87093;12225.27696;145555.55862;0.044424306420902136;182.97;8.33348026;7.10657035;0.65379035;0.57311956;5.51243334;2.72448725;977;390391663;149.6862859;36560941;15762372262259;79420;0.00668;0.00913;198458339;449455994;431126;2025-06-29T06:36:08;2025-07-01T06:05:55;2849
811;16703.77494;6198.89648;9988.26687;516.6116;516.6116;12538.08146;1729.56675;14270.88272;145508.81519;0.044384789743132654;183.38;8.37004256;6.96678334;0.74568947;0.65756975;5.50167612;2.77645949;962;398071449;153.37149219;39864516;17178178187645;78118;0.0073;0.00972;219895351;444224872;430914;2025-07-01T06:05:59;2025-07-03T05:34:57;2849
812;13958.93707;5162.26612;8364.95125;431.7197;431.7197;10511.33241;1687.76548;12199.21553;145350.16025;0.04434530821656638;183.8;8.12989153;6.94561659;0.62262124;0.5616537;5.42497001;2.61397512;971;399323272;147.61162745;37674201;16236224473085;79680;0.00647;0.00859;203761285;444288986;430964;2025-07-03T05:34:58;2025-07-05T04:57:34;2842
813;16867.18698;5942.91813;10402.60327;521.66558;521.66558;12755.91571;1745.11343;14506.46216;145530.51871;0.044305861809935315;183.74;8.3313493;6.92057967;0.74735344;0.6634162;5.50821454;2.73315709;977;401863429;151.16902433;40469853;17456792667819;77515;0.00731;0.00966;225200930;444596355;431353;2025-07-05T04:57:36;2025-07-07T04:41:49;2864
814;17497.33876;6274.89069;10681.29326;541.15481;541.15481;14125.27876;1743.60223;15873.18928;145397.47198;0.044266450491999274;183.67;8.41093226;6.91122585;0.77451404;0.72519237;5.51387124;2.80732678;977;402092216;153.61318484;40100627;17287580864400;76659;0.00817;0.01012;225507832;443399786;431105;2025-07-07T04:41:50;2025-07-09T04:28:17;2866
815;16788.6247;6210.78701;10058.60187;519.23582;519.23582;12977.29667;1748.58821;14731.27312;145772.96446;0.044227074231545885;183.99;8.36375722;6.9406343;0.74678507;0.67633785;5.50408914;2.7690334;988;400839248;164.08660365;40041152;17247045784197;76733;0.00753;0.00974;224758593;443863791;430733;2025-07-09T04:28:18;2025-07-11T03:52:42;2844
816;13054.2736;4829.70823;7820.82495;403.74042;403.74042;10181.59237;1743.27302;11927.79718;145419.98499;0.04418773299739051;184.14;8.01882725;6.89611243;0.5777797;0.54493513;5.3803917;2.54933392;981;403185066;161.99160828;40240956;17329285076325;78471;0.00588;0.00753;220826529;445242474;430638;2025-07-11T03:52:44;2025-07-13T03:22:46;2850
